"","Domain","Mean","Head_Count","Poverty_Gap","Poverty_Severity","Gini","Quintile_Share","Quantile_10","Quantile_25","Median","Quantile_75","Quantile_90","admin0Pcod","admin1Pcod","admin2Pcod","admin2Name","area"
"97","7001",12000.6025548446,0.662729651874956,0.376611399567771,0.495354928587653,0.56232612173474,22.8817800151247,1614.82642772267,3129.41049099117,6577.45590948774,13766.5042436432,26814.9484976302,"BDI","BDI007","BDI007001","Bugenyuzi",221.290842304077
"98","7002",12446.8459221692,0.651836989143828,0.36806400234812,0.484990308472011,0.564558444350581,23.2705190178,1648.31883218876,3213.86618637607,6775.53574938459,14262.3164137288,27841.5005890938,"BDI","BDI007","BDI007002","Buhiga",263.392026366643
"99","7003",11193.1189176035,0.68466353629324,0.396070633655404,0.517919429583681,0.561281873002555,22.8042627952426,1504.30116087587,2927.10200422691,6151.10985372036,12860.5953841417,25039.0598319184,"BDI","BDI007","BDI007003","Gihogazi",197.370146120743
"100","7004",11596.4989085359,0.673269896952838,0.386526289578857,0.506739286700261,0.561744385692225,22.878224216796,1555.23147935317,3031.99913323383,6360.48662421047,13331.1236876317,25911.4228770938,"BDI","BDI007","BDI007004","Gitaramuka",206.061951321068
"101","7005",11531.6263198995,0.675556918027764,0.388249874135926,0.508964503986084,0.562157244510069,22.844143122775,1547.00665298127,3014.39288303528,6311.47087481357,13236.0111412978,25739.048321818,"BDI","BDI007","BDI007005","Mutumba",173.994029056843
"102","7006",13200.1921377555,0.633361257678148,0.353032948272182,0.467209722050529,0.564388829243568,23.1734393938151,1756.67452785537,3420.03560185134,7176.53829149863,15083.0682060618,29506.5812332072,"BDI","BDI007","BDI007006","Nyabikere",186.18379109838
"103","7007",19412.9249642653,0.672645036898832,0.386284087762269,0.506124354778485,0.727388888121841,48.910383505418,1542.73582039469,3027.82471751116,6371.95647582977,13405.1177827297,26334.0171449702,"BDI","BDI007","BDI007007","Shombo",165.033395165555
"104","8001",14789.889594858,0.59137464240749,0.318361891910256,0.426026898451529,0.562432621652841,22.9223721595567,1982.91007292699,3870.53780251799,8090.44479208569,16949.9930787182,33051.4235990558,"BDI","BDI008","BDI008001","Butaganzwa",100.25504814769
"105","8002",11934.5575251457,0.665589138394324,0.37889307496801,0.497962316996009,0.561891833720083,22.8670230452738,1602.5588526674,3133.29934118108,6541.92215904047,13619.2256785035,26608.3794130841,"BDI","BDI008","BDI008002","Gahombo",78.3366545016996
"106","8003",11826.939737781,0.666700344958562,0.38089911601635,0.500249651748279,0.561485968164243,22.8437029321787,1591.12539564553,3105.13344640143,6488.42735711719,13602.0667993183,26410.1931526139,"BDI","BDI008","BDI008003","Gatara",102.567250501645
"107","8004",12906.6057747786,0.639316704443145,0.357468913055598,0.472800691190403,0.563267132214803,22.9881115324852,1731.34752564957,3357.83089533744,7044.05254603736,14781.782221189,28793.2546079706,"BDI","BDI008","BDI008004","Kabarore",190.69518897095
"108","8005",19014.1198576068,0.543706530484347,0.286303464689567,0.385628165790128,0.607664939578898,28.5387840906579,2196.09036782928,4327.42065904639,9225.10866794157,19740.6523031547,39170.1584804383,"BDI","BDI008","BDI008005","Kayanza",118.848838712459
"109","8006",12949.8770072217,0.636910088141229,0.35557696818157,0.470334395058297,0.561198281372636,22.8186369396887,1744.03902805608,3392.41087664423,7100.91701570057,14903.0899568023,29031.7487241609,"BDI","BDI008","BDI008006","Matongo",156.313199927638
