"","hhid","hh_size","weight","weight_adj","rpc_tot_cons","pline_int_215","urban","cons_decile","province","closest_market","closest_hospital","closest_bank","closest_capital_city","closest_capital_city_linear","bdi_osm_dst_road_100m_2016","bdi_osm_dst_roadintersec_100m_2016","bdi_osm_dst_waterway_100m_2016","hhweight"
"53",100603,5,191.747871330947,192.818079172038,6126.22265625,10381.1357421875,0,3,1,68.2591216710469,68.3359350820862,105.656364972858,109.674441994219,40.4129851975159,0.0930000022053719,6.30399990081787,0.917999982833862,958.739356654735
"54",100604,5,191.747871330947,192.818079172038,4213.2119140625,10381.1357421875,0,1,1,59.7356855810906,59.8124989921299,97.132928882902,101.151005904263,40.0698884179641,0,6.09899997711182,1.057000041008,958.739356654735
"55",100605,3,191.747871330947,192.818079172038,7968.89697265625,10381.1357421875,0,4,1,76.7825577610031,76.8593711720424,114.179801062815,118.197878084175,40.5565286397265,0.462999999523163,6.80499982833862,0.370999991893768,575.243613992841
"56",100606,4,191.747871330947,192.818079172038,9524.177734375,10381.1357421875,0,5,1,51.2122494911344,51.2890629021737,88.6094927929458,92.6275698143066,40.2740959326976,0.261999994516373,6.48899984359741,0.675000011920929,766.991485323788
"57",100607,2,191.747871330947,192.818079172038,7422.6337890625,10381.1357421875,0,4,1,42.6888134011782,42.7656268122174,80.0860567029896,84.1041337243504,39.9527191180444,0,6.1729998588562,0.83899998664856,383.495742661894
"58",100608,6,191.747871330947,192.818079172038,4818.96728515625,10381.1357421875,0,2,1,34.1653773112219,34.2421907222612,71.5626206130333,75.5806976343941,39.7683725154808,0,6.01800012588501,0.833999991416931,1150.48722798568
"59",100609,7,191.747871330947,192.818079172038,6388.66552734375,10381.1357421875,0,3,1,25.6419412212657,25.718754632305,63.0391845230771,67.0572615444379,39.6107778821015,0,5.97200012207031,0.674000024795532,1342.23509931663
"60",100610,1,191.747871330947,192.818079172038,10523.5859375,10381.1357421875,0,6,1,17.1185051313094,17.1953185423487,54.5157484331208,58.5338254544816,39.3791711588468,0,5.93699979782104,0.586000025272369,191.747871330947
"61",100701,3,232.726247058931,234.025168672514,20284.30078125,10381.1357421875,0,9,1,7.32688301196351,6.90919742229398,31.6979842742335,35.7160612955942,27.3160343767829,0,3.02900004386902,2.86199998855591,698.178741176793
"62",100702,6,232.726247058931,234.025168672514,9566.658203125,10381.1357421875,0,5,1,7.69771448535909,7.28002889568956,31.8098440818246,35.8279211031853,27.2225516500494,0.0930000022053719,3.07999992370605,2.73600006103516,1396.35748235359
"63",100703,9,232.726247058931,234.025168672514,5520.39501953125,10381.1357421875,0,2,1,9.33355303688316,8.91586744721363,31.2206937929752,35.2387708143359,27.1010382376639,0.130999997258186,3.01799988746643,2.69300007820129,2094.53622353038
"64",100704,4,232.726247058931,234.025168672514,26245.517578125,10381.1357421875,0,9,1,8.06854595875466,7.65086036908513,31.439012608429,35.4570896297897,27.1787783280735,0,2.99399995803833,2.81800007820129,930.904988235724
"65",100705,2,232.726247058931,234.025168672514,20381.8671875,10381.1357421875,0,9,1,8.43937743215024,8.02169184248071,31.0681811350334,35.0862581563941,27.1421505790628,0,2.87299990653992,2.85999989509583,465.452494117862
"66",100706,6,232.726247058931,234.025168672514,4574.5283203125,10381.1357421875,0,2,1,9.85689716822052,9.43921157855099,30.9411638324552,34.9592408538159,27.0079270153893,0.186000004410744,2.95099997520447,2.65300011634827,1396.35748235359
"67",100707,1,232.726247058931,234.025168672514,37793.64453125,10381.1357421875,0,10,1,8.58184324402685,8.16415765435733,30.0418946573291,34.0599716786898,26.8035669835044,0.186000004410744,2.81900000572205,2.58100008964539,232.726247058931
"68",100708,7,232.726247058931,234.025168672514,8276.21484375,10381.1357421875,0,4,1,9.05034975173712,8.6326641620676,30.4176093349933,34.435686356354,26.9575422123199,0,2.75600004196167,2.78699994087219,1629.08372941252
"69",100709,5,232.726247058931,234.025168672514,8008.0673828125,10381.1357421875,0,4,1,9.32570918662698,8.90802359695745,30.1350133326705,34.1530903540312,26.8657226634835,0.0930000022053719,2.625,2.78500008583069,1163.63123529465
"70",100710,5,232.726247058931,234.025168672514,4726.84228515625,10381.1357421875,0,2,1,9.34768540413443,8.9299998144649,30.4178197011179,34.4358967224786,26.893494520973,0.0930000022053719,2.8199999332428,2.70099997520447,1163.63123529465
"71",100801,6,184.016102325667,185.043156624779,8811.201171875,10381.1357421875,0,5,1,28.196931789898,28.2737452009373,65.5941750917094,69.6122521130702,40.6616006835344,1.2059999704361,6.09800004959106,1.03699994087219,1104.096613954
"72",100802,5,184.016102325667,185.043156624779,10239.609375,10381.1357421875,0,6,1,34.3903039500092,34.4671173610485,71.7875472518206,75.8056242731814,41.025773888732,1.46599996089935,6.42199993133545,0.654999971389771,920.080511628335
"73",100803,8,184.016102325667,185.043156624779,6378.255859375,10381.1357421875,0,3,1,37.4869900300648,37.5638034411041,74.8842333318762,78.902310353237,41.3775858284734,1.2039999961853,6.80399990081787,0.499000012874603,1472.12881860534
"74",100804,6,184.016102325667,185.043156624779,5121.3232421875,10381.1357421875,0,2,1,40.5836761101204,40.6604895211597,77.9809194119318,81.9989964332926,41.5571084629568,1.11600005626678,6.98600053787231,0.381999999284744,1104.096613954
"75",100805,6,184.016102325667,185.043156624779,4394.974609375,10381.1357421875,0,1,1,31.2936178699536,31.3704312809929,68.690861171765,72.7089381931258,40.6173965789334,1.2059999704361,6.11899995803833,0.999000012874603,1104.096613954
"76",100806,4,184.016102325667,185.043156624779,9695.46484375,10381.1357421875,0,5,1,25.1002457098424,25.1770591208817,62.4974890116538,66.5155660330146,40.1448025386732,0.656000018119812,5.49399995803833,1.28799998760223,736.064409302668
"77",100807,1,184.016102325667,185.043156624779,28866.109375,10381.1357421875,0,10,1,22.0035596297868,22.0803730408261,59.4008029315982,63.418879952959,39.9412950868169,0.46399998664856,5.35400009155273,1.54299998283386,184.016102325667
"78",100808,8,184.016102325667,185.043156624779,6222.55078125,10381.1357421875,0,3,1,18.9068735497312,18.9836869607705,56.3041168515426,60.3221938729033,39.7105754617476,0.293000012636185,5.28000020980835,1.74300003051758,1472.12881860534
"79",100809,4,184.016102325667,185.043156624779,5149.57275390625,10381.1357421875,0,2,1,15.8101874696756,15.8870008807149,53.207430771487,57.2255077928478,39.5641070587481,0.207000002264977,5.13500022888184,1.87800002098083,736.064409302668
"80",100810,6,184.016102325667,185.043156624779,8398.251953125,10381.1357421875,0,4,1,10.6542852154866,10.7310986265259,48.051528517298,52.0696055386588,39.2386890590164,0,4.87400007247925,1.78100001811981,1104.096613954
"81",100901,3,128.34736548765,129.06371428451,8751.974609375,10381.1357421875,0,5,1,29.4793200796137,26.6763089302866,47.0033581233047,51.3052406181352,32.016799090323,0.945000052452087,3.03200006484985,0.46399998664856,385.04209646295
"82",100902,4,128.34736548765,129.06371428451,8698.359375,10381.1357421875,0,5,1,16.5701431096301,17.2884576950852,54.4870484322116,58.5051254535724,32.2975100526939,0.674000024795532,2.7039999961853,0.748000025749207,513.3894619506
"83",100903,6,128.34736548765,129.06371428451,5375.4365234375,10381.1357421875,0,2,1,23.933306532384,24.6516211178391,54.3665215460587,58.6684040408891,32.1717336125166,0.705999970436096,2.78999996185303,0.656000018119812,770.0841929259
"84",100904,3,128.34736548765,129.06371428451,11407.310546875,10381.1357421875,0,6,1,22.1161566568598,19.3131455075327,39.6401947005508,43.9420771953813,32.0480224988095,0.414000004529953,2.85800004005432,0.564000010490417,385.04209646295
"85",100905,7,128.34736548765,129.06371428451,4677.921875,10381.1357421875,0,2,1,13.0574876060745,10.2561028169102,27.4283701607253,31.446447182086,23.3984034634689,0.293000012636185,1.11600005626678,0.0930000022053719,898.43155841355
"86",100906,7,128.34736548765,129.06371428451,3629.14404296875,10381.1357421875,0,1,1,20.5544731005411,21.2727876859962,58.4713784231226,62.4894554444834,33.1764037734494,1.03600001335144,2.36299991607666,0.277999997138977,898.43155841355
"87",100907,6,128.34736548765,129.06371428451,7174.73583984375,10381.1357421875,0,4,1,20.5544731005411,21.2727876859962,58.4713784231226,62.4894554444834,33.109045829499,1.14600002765656,2.49399995803833,0.207000002264977,770.0841929259
"88",100908,5,128.34736548765,129.06371428451,8278.5361328125,10381.1357421875,0,4,1,16.2981281400585,17.0164427255136,54.21503346264,58.2331104840008,32.8414171880162,1.32700002193451,2.75300002098083,0.0930000022053719,641.73682743825
"89",100909,4,128.34736548765,129.06371428451,6296.1953125,10381.1357421875,0,3,1,36.8545222548586,36.436836665189,60.9422313202897,64.9603083416505,32.3193463781257,1.37699997425079,2.73799991607666,0.185000002384186,513.3894619506
"90",100910,3,128.34736548765,129.06371428451,8309.6357421875,10381.1357421875,0,4,1,14.1699556598172,14.8882702452723,52.0868609823987,56.1049380037594,32.4517394350137,1.17200005054474,2.80299997329712,0.293000012636185,385.04209646295
"91",101001,2,207.262109466132,208.418907365228,30713.54296875,10381.1357421875,1,10,1,0.583259435114412,1.30163543576043,38.5002261728868,42.5183031942476,32.7564990151952,0.0930000022053719,0.746999979019165,0.333999991416931,414.524218932264
"92",101002,10,207.262109466132,208.418907365228,11176.533203125,10381.1357421875,1,6,1,0.677855116731972,1.39616970218706,38.5947604393135,42.6128374606742,32.7476981951354,0.0930000022053719,0.828999996185303,0.370999991893768,2072.62109466132
"93",101003,3,207.262109466132,208.418907365228,16881.59765625,10381.1357421875,1,8,1,0.896641711710968,1.72587455778307,38.884942891011,42.9030199123717,32.4874122249625,0,0.930999994277954,0.648999989032745,621.786328398396
"94",101004,9,207.262109466132,208.418907365228,15396.3427734375,10381.1357421875,1,8,1,0.767355496211531,1.59658834228363,38.7556566755115,42.7737336968723,32.5694742392614,0.0930000022053719,1.03600001335144,0.556999981403351,1865.35898519519
"95",101005,3,207.262109466132,208.418907365228,7904.14453125,10381.1357421875,1,4,1,0.915905961590652,1.63422054704574,38.8328112841721,42.8508883055329,32.7767687747836,0,1.11899995803833,0.277999997138977,621.786328398396
"96",101006,3,207.262109466132,208.418907365228,21626.4609375,10381.1357421875,1,9,1,1.20011866002413,1.91843324547922,39.1170239826056,43.1351010039664,32.8478192507155,0,1.32700002193451,0.186000004410744,621.786328398396
"97",101007,6,207.262109466132,208.418907365228,42517.47265625,10381.1357421875,1,10,1,0.791654410196298,1.6208872562684,38.7799555894963,42.7980326108571,32.6647044309295,0.186000004410744,1.05599999427795,0.46399998664856,1243.57265679679
"98",101008,6,207.262109466132,208.418907365228,24692.767578125,10381.1357421875,1,9,1,1.01258540199878,1.84181824807089,39.0008865812988,43.0189636026595,32.5985867732843,0.186000004410744,1.05599999427795,0.46399998664856,1243.57265679679
"99",101009,7,207.262109466132,208.418907365228,3251.08154296875,10381.1357421875,1,1,1,1.77703313808,2.49534772353509,39.6939384606615,43.7120154820223,32.6217338689658,0.277999997138977,1.35099995136261,0.499000042676926,1450.83476626292
"100",101010,8,207.262109466132,208.418907365228,16213.85546875,10381.1357421875,1,8,1,1.33605140908278,2.05436599453787,39.2529567316643,43.271033753025,32.6719220606353,0.186000004410744,1.43799996376038,0.41499999165535,1658.09687572906
"101",101101,5,71.5480158705003,71.9473488438869,9471.7451171875,10381.1357421875,1,5,1,9.88141683071517,9.46373124104564,32.7316457698071,36.7497227911678,27.2724299484426,0.748000025749207,3.65000033378601,1.36800003051758,357.740079352501
"102",101102,7,71.5480158705003,71.9473488438869,5083.08544921875,10381.1357421875,1,2,1,8.24675935028221,7.82907376061269,34.36630325024,38.3843802716008,27.4457979955212,0.880000054836273,3.85700035095215,1.38999998569489,500.836111093502
"103",101103,3,71.5480158705003,71.9473488438869,5539.53125,10381.1357421875,1,2,1,8.12094918589889,7.70326359622936,35.4367777503083,39.4548547716691,27.5951377657493,1.03699994087219,3.72900009155273,1.44200003147125,214.644047611501
"104",101104,2,71.5480158705003,71.9473488438869,8350.1025390625,10381.1357421875,1,4,1,10.144037213143,9.72635162347351,37.4598657775525,41.4779427989132,28.1905226469169,1.46599996089935,3.16599988937378,1.78199994564056,143.096031741001
"105",101105,4,71.5480158705003,71.9473488438869,6539.96875,10381.1357421875,1,3,1,12.1671252403872,11.7494396507177,39.4829538047966,43.5010308261574,28.2155840815388,1.317999958992,3.18799996376038,1.91100001335144,286.192063482001
"106",101106,5,71.5480158705003,71.9473488438869,9469.0009765625,10381.1357421875,1,5,1,14.1902132676314,13.7725276779618,41.5060418320408,45.5241188534015,28.2230123535048,1.18700003623962,3.11100006103516,2.04200005531311,357.740079352501
"107",101107,6,71.5480158705003,71.9473488438869,5670.74658203125,10381.1357421875,1,2,1,13.8278122236037,13.4101266339341,41.0225318568833,45.0406088782441,28.2255132493348,1.18700003623962,3.11100006103516,2.04200005531311,429.288095223002
"108",101108,8,71.5480158705003,NA,NA,10381.1357421875,1,NA,1,11.8047241963595,11.38703860669,38.9994438296392,43.0175208509999,28.2972019908381,1.11600005626678,3.12899994850159,2.10199999809265,572.384126964002
"109",101109,4,71.5480158705003,71.9473488438869,6115.9921875,10381.1357421875,1,3,1,9.78163616911536,9.36395057944583,36.976355802395,40.9944328237558,28.3175555379651,0.986000001430511,3.05999994277954,2.23300004005432,286.192063482001
"110",101110,7,71.5480158705003,71.9473488438869,5645.6162109375,10381.1357421875,1,2,1,7.75854814187121,7.34086255220168,34.9532677751508,38.9713447965116,28.4556379739642,0.927000045776367,2.97000002861023,2.30299997329712,500.836111093502
"111",101201,1,207.829950861929,208.989918070338,11748.6220703125,10381.1357421875,1,6,1,18.4263006202998,19.1446152057549,56.3432059428813,60.3612829642421,33.2957389252132,1.02499997615814,2.75600004196167,0.293000012636185,207.829950861929
"112",101202,5,207.829950861929,208.989918070338,6305.0400390625,10381.1357421875,1,3,1,9.91361069933455,10.6319252847896,47.830516021916,51.8485930432768,33.2123876536803,0.462999999523163,2.15499997138977,0.207000002264977,1039.14975430965
"113",101203,3,207.829950861929,208.989918070338,5665.06640625,10381.1357421875,1,2,1,7.78543821909323,8.50375280454832,45.7023435416747,49.7204205630355,33.0917173919378,0.472000002861023,2.07399988174438,0.293000012636185,623.489852585787
"114",101204,5,207.829950861929,208.989918070338,7765.84521484375,10381.1357421875,1,4,1,12.0417831795759,12.760097765031,49.9586885021574,53.9767655235181,32.7369252676687,0.654999971389771,1.79999983310699,0.592999994754791,1039.14975430965
"115",101205,8,207.829950861929,208.989918070338,2893.04052734375,10381.1357421875,1,1,1,5.65726573885191,6.375580324307,43.5741710614334,47.5922480827942,32.869042990176,0.185000002384186,1.66999995708466,0.277999997138977,1662.63960689543
"116",101206,4,207.829950861929,208.989918070338,7846.9912109375,10381.1357421875,1,4,1,3.52909325861059,4.24740784406568,41.4459985811921,45.4640756025528,32.8212744659307,0.0930000022053719,1.4650000333786,0.333999991416931,831.319803447716
"117",101207,6,207.829950861929,208.989918070338,4898.9306640625,10381.1357421875,1,2,1,29.5944490542342,30.4236819003063,67.5827502335341,71.600827254895,31.9604958217747,0.930999994277954,2.08200001716614,0.370999991893768,1246.97970517157
"118",101208,6,207.829950861929,208.989918070338,10553.9482421875,10381.1357421875,1,6,1,22.3018362959759,23.131069142048,60.2901374752759,64.3082144966367,31.7892008979638,0.381999999284744,1.49699997901917,0.926999926567078,1246.97970517157
"119",101209,4,207.829950861929,208.989918070338,4928.01513671875,10381.1357421875,1,2,1,15.0092235377177,15.8384563837898,52.9975247170177,57.0156017383784,31.7549949416688,0.414000004529953,1.4650000333786,0.930999994277954,831.319803447716
